observed_on,time_observed_at,quality_grade,latitude,longitude,positional_accuracy,private_latitude,private_longitude,public_positional_accuracy,scientific_name,common_name
2023-03-03,2023-03-03 18:33:00 UTC,research,38.8451334423,-121.2834923841,120,,,120,Circus hudsonius,Northern Harrier
2023-03-02,2023-03-03 06:46:55 UTC,research,38.026218903,-122.5165368989,244,,,244,Falco columbarius,Merlin
2023-03-03,2023-03-04 00:29:10 UTC,research,34.0685880535,-117.1604175553,81,,,81,Calypte costae,Costa's Hummingbird
2023-03-03,2023-03-03 21:35:27 UTC,research,36.6774811,-119.8793084997,,,,,Falco columbarius,Merlin
2023-03-03,2023-03-04 00:35:07 UTC,research,35.4649416667,-120.6684283333,4,,,4,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-03,2023-03-04 00:08:00 UTC,research,36.9628158907,-122.1187573437,116,,,116,Circus hudsonius,Northern Harrier
2023-03-03,2023-03-03 20:27:00 UTC,research,37.2408723047,-121.8710567081,274,,,274,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-03,2023-03-03 20:24:00 UTC,research,37.2408723047,-121.8710567081,274,,,274,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 22:48:08 UTC,research,36.6337112725,-121.9253365087,1615,,,1615,Falco peregrinus,Peregrine Falcon
2023-03-03,2023-03-04 00:21:30 UTC,research,32.8500666667,-117.271125,10,,,10,Pelecanus occidentalis,Brown Pelican
2023-03-02,2023-03-02 20:34:25 UTC,research,37.743418671,-122.2324690056,333,,,333,Haliaeetus leucocephalus,Bald Eagle
2023-03-02,2023-03-02 17:35:00 UTC,research,33.2567944444,-116.4056361111,20,,,20,Calypte costae,Costa's Hummingbird
2023-03-03,2023-03-03 20:18:00 UTC,research,33.6044904498,-117.6735110397,8,,,8,Accipiter striatus,Sharp-shinned Hawk
2023-03-02,2023-03-02 17:48:00 UTC,research,37.574005,-122.5178833333,,,,,Falco peregrinus,Peregrine Falcon
2023-03-03,2023-03-03 20:00:00 UTC,research,37.5737833333,-122.5179816667,,,,,Falco peregrinus,Peregrine Falcon
2023-03-03,2023-03-03 20:10:00 UTC,research,37.5734016667,-122.5173116667,,,,,Falco peregrinus,Peregrine Falcon
2023-03-03,2023-03-03 20:11:00 UTC,research,37.5734016667,-122.5173116667,,,,,Falco peregrinus,Peregrine Falcon
2023-03-03,2023-03-03 20:13:00 UTC,research,37.5734016667,-122.5173116667,,,,,Falco peregrinus,Peregrine Falcon
2023-03-03,2023-03-04 01:27:00 UTC,research,34.2506329,-118.6492799,194,,,194,Buteo swainsoni,Swainson's Hawk
2023-03-03,2023-03-04 01:20:59 UTC,research,32.9168254128,-117.2008197327,5,,,29039,Falco peregrinus,Peregrine Falcon
2023-03-03,2023-03-03 22:03:40 UTC,research,33.9372583333,-117.8147366667,4,,,4,Circus hudsonius,Northern Harrier
2023-03-03,2023-03-03 19:24:00 UTC,research,38.4480405676,-122.8353006149,31,,,31,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 18:21:00 UTC,research,38.4453413826,-122.8232249672,15,,,15,Haliaeetus leucocephalus,Bald Eagle
2023-03-03,2023-03-03 18:40:00 UTC,research,38.4491022462,-122.8332265407,15,,,15,Nannopterum auritum,Double-crested Cormorant
2023-03-02,,research,34.2288052689,-119.3364491303,108,,,28846,Nannopterum auritum,Double-crested Cormorant
2023-03-02,,research,34.2858626343,-119.2442077623,92,,,28846,Pelecanus occidentalis,Brown Pelican
2023-03-03,2023-03-03 18:48:00 UTC,research,38.4463356815,-122.832186344,15,,,15,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 19:08:00 UTC,research,38.4463999918,-122.8346681685,15,,,15,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 19:26:00 UTC,research,38.4459595348,-122.8350651354,26,,,26,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 19:06:00 UTC,research,38.4484543842,-122.8353407056,31,,,31,Pandion haliaetus,Osprey
2023-03-03,2023-03-03 19:20:00 UTC,research,38.4499332055,-122.8343107373,31,,,31,Pandion haliaetus,Osprey
2023-03-03,2023-03-04 00:01:05 UTC,research,33.881481,-117.102446,,,,,Agelaius tricolor,Tricolored Blackbird
2023-03-03,2023-03-04 01:06:46 UTC,research,34.2959194444,-118.6674833333,,,,,Circus hudsonius,Northern Harrier
2023-03-03,2023-03-04 04:07:43 UTC,research,38.7599315683,-121.01890288,5,,,28210,Asio otus,Long-eared Owl
2023-03-03,2023-03-03 18:09:10 UTC,research,33.0112580724,-117.2751165049,359,,,359,Rallus obsoletus,Ridgway's Rail
2023-03-01,2023-03-01 20:27:00 UTC,research,33.2573296009,-116.3768677233,42,,,42,Calypte costae,Costa's Hummingbird
2023-03-03,2023-03-03 18:31:15 UTC,research,33.0130711967,-117.2765617266,334,,,334,Nannopterum auritum,Double-crested Cormorant
2023-03-01,2023-03-01 23:30:00 UTC,research,33.3014584388,-116.3867015294,195,,,195,Lanius ludovicianus,Loggerhead Shrike
2023-03-03,2023-03-03 19:38:32 UTC,research,32.7314316667,-117.1534066667,,,,,Falco peregrinus,Peregrine Falcon
2023-03-03,2023-03-04 00:59:40 UTC,research,32.6177308167,-116.1922813207,158,,,158,Agelaius tricolor,Tricolored Blackbird
2023-03-03,2023-03-03 19:11:00 UTC,research,33.970283647,-117.2735009431,68,,,68,Calypte costae,Costa's Hummingbird
2023-03-01,2023-03-01 20:13:19 UTC,research,37.8034896554,-122.4479321623,61,,,61,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-03,2023-03-03 15:47:29 UTC,research,34.1745056169,-118.4717289366,134,,,134,Nannopterum auritum,Double-crested Cormorant
2023-03-01,2023-03-01 21:29:18 UTC,research,37.8031138256,-122.4479263867,134,,,134,Nannopterum auritum,Double-crested Cormorant
2023-03-02,2023-03-02 23:52:00 UTC,research,32.815,-117.2734013889,,,,,Pelecanus occidentalis,Brown Pelican
2023-03-02,2023-03-02 23:55:00 UTC,research,32.8149963889,-117.2734030556,,,,,Pelecanus occidentalis,Brown Pelican
2023-03-03,2023-03-03 17:03:00 UTC,research,32.7249580556,-117.2258247222,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-03,2023-03-03 18:11:00 UTC,research,32.7246280556,-117.2241763889,,,,,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 22:42:14 UTC,research,33.872911,-117.1139459722,,,,,Circus hudsonius,Northern Harrier
2023-03-03,,research,37.6649180179,-122.3810715973,171,,,171,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-03,2023-03-03 19:41:00 UTC,research,36.8200285895,-121.2121917092,31,,,31,Pica nuttalli,Yellow-billed Magpie
2023-03-03,2023-03-03 21:04:00 UTC,research,36.7634316753,-121.1779315466,31,,,31,Lanius ludovicianus,Loggerhead Shrike
2023-03-04,2023-03-04 17:32:59 UTC,research,34.0744167008,-118.2609119733,4,,,4,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 16:59:00 UTC,research,37.2652865112,-122.4098541623,61,,,61,Haliaeetus leucocephalus,Bald Eagle
2023-03-03,2023-03-03 17:20:00 UTC,research,37.2652865112,-122.4098541623,61,,,61,Falco peregrinus,Peregrine Falcon
2023-03-04,2023-03-04 16:21:06 UTC,research,33.732307861,-116.3803625107,180,,,180,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-04,2023-03-04 18:32:42 UTC,research,34.0669843507,-118.2014179717,4,,,4,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-02,2023-03-03 00:46:14 UTC,research,37.5003458997,-122.2261965,,,,,Nannopterum auritum,Double-crested Cormorant
2023-03-04,2023-03-04 18:40:52 UTC,research,34.0672112394,-118.2015328949,4,,,4,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-03,2023-03-03 17:51:00 UTC,research,36.842055589,-121.8037668838,672,,,672,Anarhynchus nivosus,Snowy Plover
2023-03-04,2023-03-04 17:23:07 UTC,research,34.0740652659,-118.260686842,24,,,24,Nannopterum auritum,Double-crested Cormorant
2023-03-04,2023-03-04 20:45:03 UTC,research,32.8587341309,-116.9200820923,4,,,4,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-03,2023-03-03 17:45:00 UTC,research,36.842055589,-121.8037668838,672,,,672,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 21:23:00 UTC,research,34.1771380358,-118.4729791801,45,,,45,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 21:13:00 UTC,research,34.1774557352,-118.4725842248,9,,,9,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 21:25:00 UTC,research,34.1763572827,-118.4726458133,10,,,10,Nannopterum auritum,Double-crested Cormorant
2023-03-04,2023-03-04 21:26:06 UTC,research,36.4988040212,-121.9220887209,68,,,28534,Rana draytonii,California Red-legged Frog
2023-03-04,2023-03-04 22:02:39 UTC,research,32.8501383333,-117.2717133333,8,,,8,Pelecanus occidentalis,Brown Pelican
2023-03-04,2023-03-04 17:19:53 UTC,research,32.6793042227,-117.174291326,189,,,189,Nannopterum auritum,Double-crested Cormorant
2023-03-04,2023-03-04 22:50:48 UTC,research,32.9992527722,-118.5805146264,436,,,436,Haliaeetus leucocephalus,Bald Eagle
2023-03-02,2023-03-02 18:52:00 UTC,research,33.3586835671,-116.400948835,15,,,15,Calypte costae,Costa's Hummingbird
2023-03-04,2023-03-04 23:00:09 UTC,research,34.0993507,-118.0135877,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-03,2023-03-03 15:42:01 UTC,research,33.2768302639,-116.3502661882,375,,,375,Buteo swainsoni,Swainson's Hawk
2023-03-04,2023-03-04 17:11:31 UTC,research,33.2974623667,-116.3656068665,81,,,81,Buteo swainsoni,Swainson's Hawk
2023-03-03,2023-03-03 20:26:55 UTC,research,36.7100779,-119.8266935997,,,,,Nannopterum auritum,Double-crested Cormorant
2023-03-01,2023-03-02 05:28:00 UTC,research,34.4568284977,-117.2228413674,30,,,28818,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 22:41:00 UTC,research,33.8679662732,-117.7681341994,318,,,318,Nannopterum auritum,Double-crested Cormorant
2023-03-04,2023-03-05 00:31:19 UTC,research,32.5605616667,-117.1234445,4,,,4,Falco columbarius,Merlin
2023-03-03,2023-03-03 20:20:00 UTC,research,34.1742088658,-118.4718204186,170,,,170,Pandion haliaetus,Osprey
2023-03-02,2023-03-02 20:12:00 UTC,research,35.5677450197,-121.1102623449,4,,,4,Anarhynchus nivosus,Snowy Plover
2023-03-04,2023-03-04 16:43:00 UTC,research,33.9895715387,-118.0758448207,400,,,400,Mareca penelope,Eurasian Wigeon
2023-03-04,2023-03-04 16:16:00 UTC,research,33.9895715387,-118.0758448207,400,,,400,Nannopterum auritum,Double-crested Cormorant
2023-03-04,2023-03-04 18:00:00 UTC,research,33.9896073242,-118.0757876692,400,,,400,Falco peregrinus,Peregrine Falcon
2023-03-04,2023-03-04 19:39:00 UTC,research,37.2325944951,-121.8901958303,1,,,1,Falco columbarius,Merlin
2023-03-02,2023-03-02 19:47:00 UTC,research,33.0305973586,-116.3123116234,55,,,29012,Asio otus,Long-eared Owl
2023-03-02,2023-03-02 15:59:41 UTC,research,36.5035755775,-116.8704918823,71,,,71,Coccothraustes vespertinus,Evening Grosbeak
2023-03-02,2023-03-02 20:05:00 UTC,research,33.137861,-116.385184,128,,,128,Polioptila melanura,Black-tailed Gnatcatcher
2023-03-04,2023-03-05 01:41:10 UTC,research,32.76489664,-117.22769778,6,,,6,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-03,2023-03-03 17:31:00 UTC,research,33.7414085,-118.1047682,7767,,,7767,Anarhynchus nivosus,Snowy Plover
2023-03-04,2023-03-05 00:31:00 UTC,research,36.4606056208,-116.8691997161,395,,,395,Calypte costae,Costa's Hummingbird
2023-03-04,2023-03-05 01:25:00 UTC,research,36.9662295438,-122.1236926471,35,,,35,Rissa tridactyla,Black-legged Kittiwake
2023-03-04,2023-03-04 23:55:00 UTC,research,36.9661904868,-122.1239792669,63,,,63,Circus hudsonius,Northern Harrier
2023-03-04,2023-03-04 23:53:00 UTC,research,36.9661904868,-122.1239792669,63,,,63,Circus hudsonius,Northern Harrier
2023-03-04,2023-03-04 23:52:00 UTC,research,36.9661904868,-122.1239792669,63,,,63,Circus hudsonius,Northern Harrier
2023-03-04,2023-03-05 01:26:00 UTC,research,36.9662762091,-122.1236895883,15,,,15,Rissa tridactyla,Black-legged Kittiwake
2023-03-04,2023-03-04 20:09:27 UTC,research,32.7741133333,-117.2408666667,4,,,4,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-04,2023-03-04 20:53:00 UTC,research,34.0139824192,-119.4802715669,5000,,,5000,Pelecanus occidentalis,Brown Pelican
2023-03-04,2023-03-04 21:21:00 UTC,research,33.9947407143,-119.4717999691,5000,,,5000,Larus heermanni,Heermann's Gull
2023-03-04,2023-03-04 19:14:00 UTC,research,34.1848770371,-119.4927531794,50,,,28874,Batrachoseps pacificus,Channel Islands Slender Salamander
2023-03-04,2023-03-04 19:10:00 UTC,research,34.1739500105,-119.5188422844,50,,,28874,Batrachoseps pacificus,Channel Islands Slender Salamander
2023-03-04,2023-03-04 23:26:00 UTC,research,34.0184631861,-119.3728567584,500,,,500,Clangula hyemalis,Long-tailed Duck
2023-03-04,2023-03-04 23:39:00 UTC,research,34.1098740849,-119.215319898,2500,,,28874,Synthliboramphus scrippsi,Scripps's Murrelet
2023-03-04,2023-03-04 19:04:00 UTC,research,34.0485926474,-119.5632330948,50,,,50,Aphelocoma insularis,Island Scrub-Jay
2023-03-02,2023-03-02 18:02:00 UTC,research,32.86115,-117.00795,15,,,15,Nannopterum auritum,Double-crested Cormorant
2023-03-02,2023-03-02 18:15:00 UTC,research,32.86072,-117.00835,15,,,15,Nannopterum auritum,Double-crested Cormorant
2023-03-04,2023-03-05 00:20:00 UTC,research,38.4174142827,-122.6957860746,122,,,122,Falco columbarius,Merlin
2023-03-03,2023-03-03 23:27:00 UTC,research,38.0461473616,-122.1574565848,141,,,141,Nannopterum auritum,Double-crested Cormorant
2023-03-02,2023-03-02 18:40:00 UTC,research,32.85596,-117.00768,20,,,20,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 23:27:00 UTC,research,38.0455221244,-122.1579071959,15,,,15,Nannopterum auritum,Double-crested Cormorant
2023-03-04,2023-03-04 19:45:01 UTC,research,37.8875328104,-122.2361216694,378,,,378,Haliaeetus leucocephalus,Bald Eagle
2023-03-04,2023-03-05 01:10:01 UTC,research,32.8574884759,-117.0310189643,5,,,29039,Spea hammondii,Western Spadefoot
2023-03-04,2023-03-04 15:02:00 UTC,research,39.3090386644,-121.8380988776,8,,,8,Lanius ludovicianus,Loggerhead Shrike
2023-03-03,2023-03-03 20:17:00 UTC,research,38.4664912217,-122.04708772,607,,,28240,Rana draytonii,California Red-legged Frog
2023-03-04,2023-03-04 15:26:00 UTC,research,39.3240792697,-121.8606309022,8,,,8,Haliaeetus leucocephalus,Bald Eagle
2023-03-03,2023-03-03 11:16:00 UTC,research,38.8696964167,-121.0300871512,8,,,8,Nannopterum auritum,Double-crested Cormorant
2023-03-04,2023-03-04 15:39:00 UTC,research,39.3203424098,-121.8515004254,15,,,15,Haliaeetus leucocephalus,Bald Eagle
2023-03-01,2023-03-01 23:31:00 UTC,research,34.6677172,-120.1150067,2043,,,2043,Lanius ludovicianus,Loggerhead Shrike
2023-03-04,2023-03-04 15:51:00 UTC,research,39.3246147522,-121.8397920023,8,,,8,Nannopterum auritum,Double-crested Cormorant
2023-03-04,2023-03-04 15:51:00 UTC,research,39.3238042297,-121.839266801,4,,,4,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 20:48:00 UTC,research,38.4924009492,-122.0262800044,15,,,15,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-03 22:16:59 UTC,research,33.237255,-116.6539533333,7,,,7,Lanius ludovicianus,Loggerhead Shrike
2023-03-04,2023-03-04 21:41:00 UTC,research,39.31553488,-121.7625716961,31,,,31,Haliaeetus leucocephalus,Bald Eagle
2023-03-04,2023-03-04 21:56:00 UTC,research,39.3206119455,-121.790518657,121,,,121,Haliaeetus leucocephalus,Bald Eagle
2023-03-02,2023-03-03 02:43:00 UTC,research,35.0570981393,-119.6085392247,317,,,317,Lanius ludovicianus,Loggerhead Shrike
2023-03-03,2023-03-03 16:32:00 UTC,research,37.9929461765,-121.7751961675,14,,,14,Coccothraustes vespertinus,Evening Grosbeak
2023-03-03,2023-03-04 01:22:00 UTC,research,32.8587955,-116.9178793,174,,,174,Nannopterum auritum,Double-crested Cormorant
2023-03-03,2023-03-04 01:56:00 UTC,research,32.8587955,-116.9178793,174,,,174,Nycticorax nycticorax,Black-crowned Night Heron
2023-03-03,2023-03-04 01:58:00 UTC,research,32.8587955,-116.9178793,174,,,174,Nannopterum auritum,Double-crested Cormorant
