observed_on,time_observed_at,quality_grade,latitude,longitude,positional_accuracy,private_latitude,private_longitude,public_positional_accuracy,scientific_name,common_name
2024-03-01,2024-03-01 23:31:43 UTC,research,33.8006790533,-116.5459017576,23,,,23,Calypte costae,Costa's Hummingbird
2024-03-01,2024-03-01 19:01:42 UTC,research,33.8264548592,-118.3914543594,23,,,23,Pelecanus occidentalis,Brown Pelican
2024-03-01,2024-03-01 19:31:52 UTC,research,37.6772416667,-121.9122616667,4,,,4,Nannopterum auritum,Double-crested Cormorant
2024-03-01,2024-03-01 21:05:44 UTC,research,33.8376321319,-118.3912411285,22,,,22,Nannopterum auritum,Double-crested Cormorant
2024-03-01,2024-03-02 05:20:10 UTC,research,35.5997708008,-118.6068360496,4,,,28677,Ensatina eschscholtzii croceater,Yellow-blotched Ensatina
2024-03-01,2024-03-02 06:01:18 UTC,research,35.5645493691,-118.708552993,4,,,28677,Ensatina eschscholtzii croceater,Yellow-blotched Ensatina
2024-03-01,2024-03-01 21:55:00 UTC,research,36.9496812,-122.0655899,196,,,196,Circus hudsonius,Northern Harrier
2024-03-01,2024-03-02 07:22:00 UTC,research,40.7450055,-123.8695086,89064,,,89064,Aneides vagrans,Wandering Salamander
2024-03-01,2024-03-02 07:21:00 UTC,research,40.6432011273,-123.9330210599,89064,,,89064,Rhyacotriton variegatus,Southern Torrent Salamander
2024-03-01,2024-03-01 20:33:04 UTC,research,36.758845,-121.1704959722,,,,,Haliaeetus leucocephalus,Bald Eagle
2024-03-01,2024-03-01 19:47:15 UTC,research,33.8325883333,-118.3908383333,4,,,4,Larus heermanni,Heermann's Gull
2024-03-02,2024-03-02 17:17:06 UTC,research,33.7365886412,-116.4911853366,4,,,28930,Calypte costae,Costa's Hummingbird
2024-03-02,2024-03-02 17:19:26 UTC,research,33.7716136274,-116.5608022409,4,,,28930,Calypte costae,Costa's Hummingbird
2024-03-02,2024-03-02 18:29:58 UTC,research,32.8499955904,-117.2709618131,5,,,5,Nannopterum auritum,Double-crested Cormorant
2024-03-02,2024-03-02 18:37:22 UTC,research,37.7184966667,-122.1066666667,4,,,4,Nannopterum auritum,Double-crested Cormorant
2024-03-02,2024-03-02 19:03:13 UTC,research,37.4176730287,-118.4328256611,9,,,9,Lanius ludovicianus,Loggerhead Shrike
2024-03-02,2024-03-02 17:47:00 UTC,research,34.0311062633,-117.1950476148,217,,,217,Falco peregrinus,Peregrine Falcon
2024-03-02,2024-03-02 19:54:21 UTC,research,37.7860608,-122.2586495997,,,,,Podiceps auritus,Horned Grebe
2024-03-02,2024-03-02 20:00:00 UTC,research,38.5535858851,-121.7905795049,74,,,74,Nycticorax nycticorax,Black-crowned Night Heron
2024-03-02,2024-03-02 19:13:00 UTC,research,33.7018661028,-118.042013588,885,,,885,Podiceps auritus,Horned Grebe
2024-03-02,2024-03-02 19:09:00 UTC,research,33.7018661028,-118.042013588,885,,,885,Podiceps auritus,Horned Grebe
2024-03-02,2024-03-02 18:53:00 UTC,research,33.7018661028,-118.042013588,885,,,885,Nannopterum auritum,Double-crested Cormorant
2024-03-02,2024-03-02 18:30:00 UTC,research,33.7018661028,-118.042013588,885,,,885,Egretta rufescens,Reddish Egret
2024-03-02,2024-03-02 18:29:00 UTC,research,33.7018661028,-118.042013588,885,,,885,Calidris canutus,Red Knot
2024-03-02,2024-03-02 18:28:00 UTC,research,33.7018661028,-118.042013588,885,,,885,Nannopterum auritum,Double-crested Cormorant
2024-03-02,2024-03-02 20:12:28 UTC,research,34.8582236232,-118.8444695709,6,,,28762,Ensatina eschscholtzii croceater,Yellow-blotched Ensatina
2024-03-02,2024-03-02 20:59:51 UTC,research,32.9473521946,-117.3680731423,,,,29039,Spea hammondii,Western Spadefoot
2024-03-01,2024-03-01 22:27:00 UTC,research,32.7550718514,-117.2459406918,4,,,4,Nycticorax nycticorax,Black-crowned Night Heron
2024-03-01,2024-03-01 23:56:00 UTC,research,36.7045696469,-121.6518290987,28241,,,28241,Accipiter striatus,Sharp-shinned Hawk
2024-03-02,2024-03-02 22:10:46 UTC,research,33.6010989121,-116.5277511697,4,,,28930,Calypte costae,Costa's Hummingbird
2024-03-01,2024-03-01 19:33:48 UTC,research,40.8564633333,-124.0939638333,4,,,4,Circus hudsonius,Northern Harrier
2024-03-02,2024-03-02 21:23:41 UTC,research,40.2661166667,-124.109925,7,,,7,Aneides vagrans,Wandering Salamander
2024-03-01,2024-03-02 00:32:00 UTC,research,32.5723694444,-117.1256777778,,,,,Circus hudsonius,Northern Harrier
2024-03-02,2024-03-02 15:41:00 UTC,research,36.6419591005,-121.9383379335,1415,,,1415,Phoebastria nigripes,Black-footed Albatross
2024-03-02,2024-03-02 09:27:23 UTC,research,35.2113478891,-118.7838591148,4,,,28706,Spea hammondii,Western Spadefoot
2024-03-02,2024-03-02 20:33:11 UTC,research,40.740495,-124.2225416667,4,,,4,Haliaeetus leucocephalus,Bald Eagle
2024-03-02,2024-03-02 23:54:53 UTC,research,34.175595,-118.4737916667,4,,,4,Pandion haliaetus,Osprey
2024-03-02,2024-03-03 00:13:08 UTC,research,33.7856377541,-116.5412823111,4,,,4,Calypte costae,Costa's Hummingbird
2024-03-02,2024-03-03 00:36:33 UTC,research,36.8485557055,-121.8076960278,4,,,4,Pelecanus occidentalis,Brown Pelican
2024-03-02,2024-03-02 22:32:04 UTC,research,32.5793371266,-117.13648717,68,,,68,Nannopterum auritum,Double-crested Cormorant
2024-03-02,2024-03-02 22:26:15 UTC,research,32.9358823363,-117.2673348639,,,,29039,Spea hammondii,Western Spadefoot
2024-03-02,2024-03-03 01:19:02 UTC,research,33.7056641635,-117.7857790845,104,,,104,Nycticorax nycticorax,Black-crowned Night Heron
2024-03-02,2024-03-03 01:23:00 UTC,research,34.4609234251,-117.6904392263,807,,,807,Lanius ludovicianus,Loggerhead Shrike
2024-03-02,2024-03-02 21:34:27 UTC,research,34.2948095493,-118.9395060902,1459,,,28846,Accipiter striatus,Sharp-shinned Hawk
2024-03-02,2024-03-02 19:22:00 UTC,research,39.3237585037,-121.8398425342,43,,,43,Pandion haliaetus,Osprey
2024-03-01,2024-03-02 02:49:37 UTC,research,38.2383155074,-122.6129641027,3,,,28270,Rana draytonii,California Red-legged Frog
2024-03-02,2024-03-03 00:50:53 UTC,research,32.5537078674,-117.0667959613,323,,,323,Falco peregrinus,Peregrine Falcon
2024-03-02,2024-03-03 00:55:55 UTC,research,32.5537179823,-117.0665610555,312,,,312,Circus hudsonius,Northern Harrier
2024-03-02,2024-03-02 21:45:00 UTC,research,40.8582094624,-124.0947242541,37,,,37,Nycticorax nycticorax,Black-crowned Night Heron
2024-03-02,2024-03-02 22:16:12 UTC,research,36.6186166667,-121.9016388889,,,,,Pandion haliaetus,Osprey
2024-03-01,2024-03-01 21:06:00 UTC,research,32.6433111,-117.1455029,6826,,,6826,Thalasseus elegans,Elegant Tern
2024-03-02,2024-03-03 04:28:05 UTC,research,40.8723508704,-124.08109526,24,,,24,Aneides vagrans,Wandering Salamander
2024-03-02,2024-03-03 04:33:22 UTC,research,40.8723372674,-124.0809288406,24,,,24,Aneides vagrans,Wandering Salamander
2024-03-01,2024-03-02 00:25:00 UTC,research,37.502800876,-122.4813417218,4,,,4,Podiceps auritus,Horned Grebe
2024-03-01,2024-03-02 00:29:00 UTC,research,37.4999194578,-122.4826037676,8,,,8,Pelecanus occidentalis,Brown Pelican
2024-03-02,2024-03-03 02:01:00 UTC,research,34.0320754443,-118.6816558971,23,,,23,Anarhynchus nivosus,Snowy Plover
2024-03-02,2024-03-02 16:30:52 UTC,research,36.701220846,-121.9096656851,53,,,28505,Batrachoseps luciae,Santa Lucia Mountains Slender Salamander
2024-03-02,2024-03-02 16:39:06 UTC,research,36.798459204,-121.8927069566,20,,,28505,Batrachoseps luciae,Santa Lucia Mountains Slender Salamander
2024-03-02,2024-03-02 16:41:08 UTC,research,36.7665940154,-121.9336895093,32,,,28505,Batrachoseps luciae,Santa Lucia Mountains Slender Salamander
2024-03-01,2024-03-01 17:01:58 UTC,research,33.7946783333,-115.2911216667,4,,,4,Calypte costae,Costa's Hummingbird
2024-03-02,2024-03-02 22:48:24 UTC,research,39.3001290438,-123.3227279959,5005,,,28121,Aneides flavipunctatus,Speckled Black Salamander
2024-03-01,2024-03-01 20:22:00 UTC,research,32.8820067623,-117.1793702573,4,,,29039,Spea hammondii,Western Spadefoot
2024-03-02,2024-03-02 18:11:48 UTC,research,39.0156223506,-122.8578652419,260,,,28151,Haliaeetus leucocephalus,Bald Eagle
2024-03-02,2024-03-02 23:11:38 UTC,research,33.00335,-117.2757283333,6,,,6,Pelecanus occidentalis,Brown Pelican
2024-03-02,2024-03-03 04:33:24 UTC,research,40.8723133333,-124.0811083333,4,,,4,Aneides vagrans,Wandering Salamander
2024-03-02,2024-03-02 18:42:00 UTC,research,32.8510724773,-117.2737386483,1,,,1,Larus heermanni,Heermann's Gull
2024-03-02,2024-03-02 18:50:00 UTC,research,32.85091939,-117.2736458776,2,,,2,Pelecanus occidentalis,Brown Pelican
2024-03-02,2024-03-02 19:28:00 UTC,research,32.8498656505,-117.2742129895,1,,,1,Larus heermanni,Heermann's Gull
2024-03-02,2024-03-02 19:14:00 UTC,research,33.7900431958,-118.258418336,158,,,158,Falco columbarius,Merlin
2024-03-02,2024-03-02 16:28:00 UTC,research,38.1571915235,-121.7036990468,35,,,28300,Anser canagicus,Emperor Goose
2024-03-02,2024-03-02 21:56:04 UTC,research,38.3597544521,-123.0261443386,23,,,28270,Anarhynchus nivosus,Snowy Plover
2024-03-02,2024-03-02 23:37:00 UTC,research,37.5996814759,-121.3570787967,122,,,122,Agelaius tricolor,Tricolored Blackbird
2024-03-02,2024-03-02 23:37:00 UTC,research,37.5999173459,-121.3547613681,244,,,244,Agelaius tricolor,Tricolored Blackbird
2024-03-02,2024-03-02 23:37:00 UTC,research,37.6003033519,-121.3547613681,244,,,244,Agelaius tricolor,Tricolored Blackbird
2024-03-02,2024-03-02 23:19:00 UTC,research,37.6243492193,-121.3303878742,61,,,61,Pica nuttalli,Yellow-billed Magpie
2024-03-02,2024-03-02 23:45:13 UTC,research,34.1894635,-119.227755,6150,,,6150,Nannopterum auritum,Double-crested Cormorant
2024-03-03,2024-03-03 13:29:45 UTC,research,37.809661576,-122.4102587253,191,,,191,Nannopterum auritum,Double-crested Cormorant
2024-03-03,2024-03-03 14:35:46 UTC,research,37.809661576,-122.4102587253,191,,,191,Larus heermanni,Heermann's Gull
2024-03-02,2024-03-03 01:38:00 UTC,research,39.1254524385,-123.6541380226,5168,,,28151,Aneides flavipunctatus,Speckled Black Salamander
2024-03-02,2024-03-03 01:38:00 UTC,research,39.1332832661,-123.7532822398,5168,,,28151,Aneides flavipunctatus,Speckled Black Salamander
2024-03-02,2024-03-03 01:39:00 UTC,research,39.0316129355,-123.725638346,5168,,,28151,Aneides flavipunctatus,Speckled Black Salamander
2024-03-03,2024-03-03 16:02:57 UTC,research,34.1986350874,-116.3027296588,6,,,6,Lanius ludovicianus,Loggerhead Shrike
2024-03-03,2024-03-03 18:01:09 UTC,research,33.5705955,-117.7635416,899,,,899,Circus hudsonius,Northern Harrier
2024-03-03,2024-03-03 18:28:04 UTC,research,32.6396917583,-117.1113055616,4,,,4,Circus hudsonius,Northern Harrier
2024-03-02,2024-03-02 19:56:54 UTC,research,39.2631935934,-123.3538282725,5,,,28121,Aneides flavipunctatus,Speckled Black Salamander
2024-03-03,2024-03-03 19:08:09 UTC,research,33.5563842392,-117.7591480316,3,,,3,Circus hudsonius,Northern Harrier
2024-03-03,2024-03-03 19:16:44 UTC,research,32.8494873047,-117.2707214355,40,,,40,Pelecanus occidentalis,Brown Pelican
2024-03-03,2024-03-03 18:05:00 UTC,research,38.5702816667,-121.725485,,,,,Calypte costae,Costa's Hummingbird
2024-03-01,2024-03-02 02:53:12 UTC,research,34.728423564,-119.9896091103,34,,,28790,Rana draytonii,California Red-legged Frog
2024-03-03,2024-03-03 19:37:43 UTC,research,34.0141542275,-118.8212005254,4,,,4,Larus heermanni,Heermann's Gull
2024-03-03,2024-03-03 19:40:00 UTC,research,34.0140345028,-118.8214700843,4,,,4,Larus heermanni,Heermann's Gull
2024-03-03,2024-03-03 19:41:02 UTC,research,34.0140699281,-118.8214001647,4,,,4,Larus heermanni,Heermann's Gull
2024-03-02,2024-03-03 00:58:00 UTC,research,37.4716808378,-122.4473414582,61,,,61,Anarhynchus nivosus,Snowy Plover
2024-03-02,2024-03-03 00:54:00 UTC,research,37.4721230254,-122.4474750731,8,,,8,Anarhynchus nivosus,Snowy Plover
2024-03-02,2024-03-03 00:58:00 UTC,research,37.4716413896,-122.4475076582,61,,,61,Anarhynchus nivosus,Snowy Plover
2024-03-02,2024-03-03 00:58:00 UTC,research,37.4716445831,-122.4473337416,15,,,15,Anarhynchus nivosus,Snowy Plover
2024-03-02,2024-03-03 00:58:00 UTC,research,37.471864497,-122.4474382753,15,,,15,Anarhynchus nivosus,Snowy Plover
2024-03-02,2024-03-03 00:59:00 UTC,research,37.4717593032,-122.4474223481,15,,,15,Anarhynchus nivosus,Snowy Plover
2024-03-02,2024-03-03 00:59:00 UTC,research,37.4716374667,-122.4473557607,15,,,15,Anarhynchus nivosus,Snowy Plover
2024-03-02,2024-03-03 01:01:00 UTC,research,37.4717562102,-122.4474330173,15,,,15,Anarhynchus nivosus,Snowy Plover
2024-03-02,2024-03-03 01:00:00 UTC,research,37.4718289686,-122.4474075323,15,,,15,Anarhynchus nivosus,Snowy Plover
2024-03-02,2024-03-03 01:49:00 UTC,research,37.4717760158,-122.4474194308,15,,,15,Anarhynchus nivosus,Snowy Plover
2024-03-02,2024-03-03 01:01:00 UTC,research,37.4717312334,-122.4474177706,15,,,15,Anarhynchus nivosus,Snowy Plover
2024-03-03,2024-03-03 17:30:12 UTC,research,32.5738002589,-117.1265033128,22,,,22,Falco columbarius,Merlin
2024-03-03,2024-03-03 19:54:47 UTC,research,36.603471959,-121.843867587,357,,,28505,Batrachoseps luciae,Santa Lucia Mountains Slender Salamander
2024-03-03,2024-03-03 20:37:24 UTC,research,37.7609283333,-122.5120783333,4,,,4,Anarhynchus nivosus,Snowy Plover
2024-03-03,2024-03-03 15:52:00 UTC,research,34.2069920351,-117.8649724557,122,,,122,Haliaeetus leucocephalus,Bald Eagle
2024-03-03,2024-03-03 16:16:00 UTC,research,34.2072662018,-117.8636965765,244,,,244,Haliaeetus leucocephalus,Bald Eagle
2024-03-03,2024-03-03 16:17:00 UTC,research,34.2068155442,-117.8646276375,244,,,244,Haliaeetus leucocephalus,Bald Eagle
2024-03-03,2024-03-03 20:16:22 UTC,research,37.822705,-122.1374138333,4,,,4,Haliaeetus leucocephalus,Bald Eagle
2024-03-03,2024-03-03 17:07:24 UTC,research,34.175126979,-118.472474621,23,,,23,Pandion haliaetus,Osprey
2024-03-03,2024-03-03 20:44:00 UTC,research,32.9167755865,-117.2139453722,15,,,15,Zonotrichia querula,Harris's Sparrow
2024-03-03,2024-03-03 21:41:36 UTC,research,37.6774216667,-121.912405,4,,,4,Nannopterum auritum,Double-crested Cormorant
2024-03-03,2024-03-03 21:15:00 UTC,research,36.82098,-119.6864466667,4,,,4,Nannopterum auritum,Double-crested Cormorant
2024-03-03,2024-03-03 18:11:52 UTC,research,36.39692,-118.96937,9,,,9,Haliaeetus leucocephalus,Bald Eagle
2024-03-03,2024-03-03 19:42:54 UTC,research,34.1473404492,-117.2587473976,4,,,28874,Spea hammondii,Western Spadefoot
2024-03-03,2024-03-03 21:20:04 UTC,research,33.7237954679,-116.5341593183,4,,,28930,Calypte costae,Costa's Hummingbird
2024-03-03,2024-03-03 22:58:10 UTC,research,37.8005633333,-122.2753133333,18,,,18,Nycticorax nycticorax,Black-crowned Night Heron
2024-03-03,2024-03-03 22:49:34 UTC,research,38.4883336704,-122.8394436436,32,,,28240,Taricha rivularis,Red-bellied Newt
2024-03-03,2024-03-03 20:19:40 UTC,research,33.5343494997,-116.0998495997,,,,,Nannopterum auritum,Double-crested Cormorant
2024-03-03,2024-03-03 23:08:02 UTC,research,38.5663030297,-122.9584447661,16,,,28240,Taricha rivularis,Red-bellied Newt
2024-03-03,2024-03-03 23:45:00 UTC,research,38.99077121,-122.74142337,3,,,3,Nannopterum auritum,Double-crested Cormorant
2024-03-03,2024-03-03 17:34:00 UTC,research,35.5937749846,-120.9023185212,176,,,28677,Haliaeetus leucocephalus,Bald Eagle
2024-03-03,2024-03-03 22:53:00 UTC,research,33.7091488786,-116.3984498526,2,,,2,Calypte costae,Costa's Hummingbird
2024-03-03,2024-03-04 00:20:29 UTC,research,33.0120029927,-117.2743104031,9,,,9,Rallus obsoletus,Ridgway's Rail
2024-03-03,2024-03-04 00:19:36 UTC,research,37.57515,-121.9846283333,4,,,4,Nycticorax nycticorax,Black-crowned Night Heron
2024-03-03,2024-03-04 00:29:00 UTC,research,34.4126686996,-117.4894693748,41,,,41,Lanius ludovicianus,Loggerhead Shrike
2024-03-03,2024-03-04 00:38:47 UTC,research,33.3383213636,-118.3131671692,259,,,259,Haliaeetus leucocephalus,Bald Eagle
2024-03-03,2024-03-04 00:39:30 UTC,research,34.0588226207,-118.2772194996,4,,,4,Pandion haliaetus,Osprey
2024-03-03,2024-03-03 16:51:00 UTC,research,33.2781033916,-116.4282271803,84,,,84,Calypte costae,Costa's Hummingbird
2024-03-03,2024-03-03 17:44:00 UTC,research,33.2792511913,-116.4309266371,272,,,272,Falco peregrinus,Peregrine Falcon
2024-03-03,2024-03-03 19:27:00 UTC,research,37.9572261467,-121.980857781,162,,,162,Nannopterum auritum,Double-crested Cormorant
2024-03-03,2024-03-04 00:44:51 UTC,research,37.7708178794,-122.4834922476,1655,,,1655,Nannopterum auritum,Double-crested Cormorant
2024-03-03,2024-03-04 01:06:59 UTC,research,34.0574680184,-118.2775535049,4,,,4,Nannopterum auritum,Double-crested Cormorant
2024-03-03,2024-03-03 23:58:00 UTC,research,34.031118075,-117.1950541197,240,,,240,Pandion haliaetus,Osprey
2024-03-03,2024-03-03 22:31:47 UTC,research,37.4389975973,-121.9610668608,477,,,477,Circus hudsonius,Northern Harrier
2024-03-03,2024-03-04 01:43:59 UTC,research,33.6544553144,-117.5849968103,4,,,4,Nannopterum auritum,Double-crested Cormorant
2024-03-02,2024-03-02 23:52:51 UTC,research,38.2023069722,-122.5008009722,,,,,Botaurus lentiginosus,American Bittern
2024-03-03,2024-03-03 23:51:04 UTC,research,32.5701323721,-117.1261520684,230,,,230,Rallus obsoletus,Ridgway's Rail
2024-03-03,2024-03-03 21:00:00 UTC,research,33.7104584546,-118.2826802653,73,,,73,Larus heermanni,Heermann's Gull
2024-03-03,2024-03-04 02:08:55 UTC,research,36.8444050335,-122.0000982004,5,,,28476,Rana draytonii,California Red-legged Frog
2024-03-02,2024-03-03 00:37:00 UTC,research,39.1780786837,-123.6848938833,244,,,244,Aneides flavipunctatus,Speckled Black Salamander
2024-03-02,2024-03-03 00:37:00 UTC,research,39.1777548638,-123.6845307418,488,,,488,Aneides flavipunctatus,Speckled Black Salamander
2024-03-03,2024-03-03 23:20:32 UTC,research,37.3608776048,-121.8994197902,117,,,28417,Nannopterum auritum,Double-crested Cormorant
2024-03-03,2024-03-04 00:51:00 UTC,research,37.6427132997,-122.3992982997,,,,,Nannopterum auritum,Double-crested Cormorant
2024-03-03,2024-03-03 20:40:00 UTC,research,32.7354363481,-116.0498250733,13,,,29066,Toxostoma bendirei,Bendire's Thrasher
2024-03-03,2024-03-04 03:30:59 UTC,research,34.1183377131,-116.476074664,13,,,13,Lanius ludovicianus,Loggerhead Shrike
2024-03-03,2024-03-03 17:56:00 UTC,research,33.5545288061,-116.1848194532,31,,,31,Falco peregrinus,Peregrine Falcon
2024-03-03,2024-03-03 18:06:00 UTC,research,33.5547855492,-116.1902969436,8,,,8,Falco peregrinus,Peregrine Falcon
2024-03-03,2024-03-03 22:12:00 UTC,research,33.8742595201,-117.4205621481,4,,,4,Calypte costae,Costa's Hummingbird
2024-03-02,2024-03-03 02:53:00 UTC,research,36.6256395721,-121.9406379961,122,,,122,Pelecanus occidentalis,Brown Pelican
2024-03-02,2024-03-03 03:08:00 UTC,research,36.6248129661,-121.9404671501,122,,,122,Larus heermanni,Heermann's Gull
2024-03-02,2024-03-03 03:29:00 UTC,research,36.6368178298,-121.9311116051,122,,,122,Pelecanus occidentalis,Brown Pelican
2024-03-03,2024-03-03 19:48:00 UTC,research,38.115763154,-121.9450640184,136,,,136,Circus hudsonius,Northern Harrier
2024-03-03,2024-03-04 00:27:00 UTC,research,37.29098,-120.55974,52,,,52,Pica nuttalli,Yellow-billed Magpie
2024-03-03,2024-03-04 01:07:00 UTC,research,37.1758309516,-120.6252479548,118,,,118,Agelaius tricolor,Tricolored Blackbird
2024-03-03,2024-03-04 02:35:57 UTC,research,32.8733231195,-117.1619943865,11,,,29039,Spea hammondii,Western Spadefoot
2024-03-03,2024-03-03 19:56:00 UTC,research,32.995305799,-117.2336253073,8,,,29039,Spea hammondii,Western Spadefoot
2024-03-03,2024-03-03 18:46:00 UTC,research,32.937758846,-117.3563364018,140,,,29039,Zonotrichia querula,Harris's Sparrow
2024-03-03,2024-03-03 23:13:35 UTC,research,38.0781093645,-122.9751034454,418,,,418,Anarhynchus nivosus,Snowy Plover
2024-03-03,2024-03-03 23:14:27 UTC,research,38.0788599479,-122.9750618711,319,,,319,Anarhynchus nivosus,Snowy Plover
2024-03-03,2024-03-03 20:46:25 UTC,research,37.4928455498,-121.9760620215,180,,,180,Haliaeetus leucocephalus,Bald Eagle
2024-03-03,2024-03-03 20:32:48 UTC,research,38.6360608495,-123.1065326965,11,,,28210,Taricha rivularis,Red-bellied Newt
2024-03-03,2024-03-03 17:55:43 UTC,research,36.9169279923,-122.1325585897,41,,,28476,Rana draytonii,California Red-legged Frog
2024-03-01,2024-03-01 18:26:00 UTC,research,33.5797,-117.8539194444,100,,,100,Pelecanus occidentalis,Brown Pelican
2024-03-02,2024-03-02 19:33:00 UTC,research,37.7537186017,-122.4959339667,4,,,4,Agelaius tricolor,Tricolored Blackbird
2024-03-03,2024-03-03 19:50:00 UTC,research,36.962789783,-122.006281266,15,,,15,Anarhynchus nivosus,Snowy Plover
2024-03-03,2024-03-03 22:53:13 UTC,research,33.846105,-118.3977666667,4,,,4,Nycticorax nycticorax,Black-crowned Night Heron
2024-03-03,2024-03-03 19:22:59 UTC,research,38.11866954,-122.9592605876,794,,,794,Anarhynchus nivosus,Snowy Plover
2024-03-03,2024-03-04 00:32:03 UTC,research,37.9898197108,-122.9653698896,1835,,,1835,Pelecanus occidentalis,Brown Pelican
2024-03-04,2024-03-04 16:22:14 UTC,research,34.0099406706,-117.5115406344,369,,,28874,Spea hammondii,Western Spadefoot
2024-03-01,2024-03-01 22:56:00 UTC,research,37.5770019564,-122.0049116123,149,,,149,Haliaeetus leucocephalus,Bald Eagle
2024-03-03,2024-03-03 16:38:00 UTC,research,32.6698597694,-116.0171810025,131,,,29066,Toxostoma bendirei,Bendire's Thrasher
